SerialNum,AGE_BAND_AGG8,COB_AGG3,ECONOMIC_ACTIVITY_10M,ETHNIC_GROUP_AGG2,HEALTH_IN_GENERAL,FAMILY_TYPE,HH_SOCGRADE4,HOURS_PER_WEEK_WORKED,IN_FULL_TIME_EDUCATION,INDUSTRY_CURRENT_10A,LEGAL_PARTNERSHIP_STATUS_6A,OCCUPATION_CURRENT_1DIGIT,RELIGION_BELONG_TO,RELIGION_BROUGHT_UP_IN,SEX,UR_RESIDENCE_TYPE
1,2,1,1,1,2,4,3,2,2,8,1,4,1,,1,1
2,7,1,1,1,5,2,,1,2,8,2,2,3,,2,1
3,7,1,5,1,4,2,,,2,,2,,1,,2,1
4,7,1,7,1,1,2,,,2,,2,,8,2,1,1
5,3,1,1,1,2,2,3,4,2,4,1,8,1,,2,1
6,1,1,,1,1,2,2,,1,,,,1,,2,1
7,3,3,1,1,2,1,2,3,2,7,1,3,7,4,1,1
8,1,1,,1,1,2,3,,1,,,,2,,1,1
9,3,1,1,1,1,3,1,4,2,8,1,2,7,4,1,1
10,6,1,2,1,1,1,2,3,2,1,1,5,2,,2,1
11,6,1,1,1,2,2,2,2,2,8,2,9,5,,1,1
12,6,1,1,1,2,2,2,3,2,8,2,6,1,,2,1
13,1,1,,1,1,2,1,,1,,,,5,,2,1
14,3,1,1,1,2,2,2,3,2,7,2,3,3,,2,1
15,5,1,8,1,4,2,,,2,,3,,1,,2,1
16,5,1,1,1,1,1,4,2,2,8,1,6,3,,2,1
17,1,1,,1,1,3,3,,,,,,1,,2,1
18,5,1,1,1,1,2,4,3,2,7,2,9,3,,2,1
19,5,1,1,1,2,4,,2,2,7,4,4,2,,1,1
20,5,1,1,1,1,2,4,3,2,7,2,8,5,,2,1
21,5,1,1,1,2,2,1,3,2,4,2,2,1,,2,1
22,4,1,8,1,2,2,4,,2,,2,,3,,2,1
23,6,1,1,1,2,2,1,4,2,8,2,1,2,,2,1
24,8,1,5,1,2,2,,,2,,2,,2,,1,1
25,4,1,1,1,1,2,2,3,2,8,2,2,3,,1,1
26,7,1,5,1,2,2,,,2,,2,,2,,1,1
27,4,1,1,1,1,2,1,3,2,3,2,3,7,1,2,1
28,1,1,,1,1,2,1,,1,,,,2,,1,1
29,3,1,1,1,1,2,2,3,2,8,2,1,2,,1,1
30,1,1,,1,1,4,4,,,,,,3,,1,1
31,6,1,1,1,1,1,2,1,2,8,1,2,1,,1,1
32,5,1,1,1,1,2,3,3,2,2,2,3,3,,2,1
33,5,1,8,1,4,4,4,,2,,5,,1,,1,1
34,5,1,1,1,1,2,2,4,2,5,2,1,2,,1,1
35,1,1,,1,1,2,2,,1,,,,3,,1,1
36,5,1,1,1,3,1,2,3,2,8,4,6,5,,1,1
37,8,1,5,1,2,2,,,2,,2,,1,,2,1
38,6,1,8,1,4,1,4,,2,,1,,2,,1,1
39,8,1,5,1,2,2,,,2,,2,,3,,2,1
40,5,1,1,1,1,2,1,3,2,8,2,2,2,,2,1
41,6,1,1,1,2,2,2,3,2,8,2,4,2,,1,1
42,2,2,7,1,1,3,1,,2,,1,,7,4,1,1
43,6,1,1,1,2,2,2,3,2,6,2,3,3,,2,1
44,5,1,1,1,1,2,1,3,2,8,2,2,1,,1,1
45,6,1,1,1,1,2,2,3,2,8,2,3,2,,2,1
46,8,1,5,1,4,4,,,2,,5,,1,,1,1
47,4,3,1,1,1,2,1,3,2,5,2,5,6,,2,1
48,1,1,,1,1,4,4,,,,,,1,,1,1
49,5,1,1,1,2,5,4,3,2,4,1,9,3,,2,1
50,4,1,8,1,3,1,4,,2,,1,,2,,2,1
51,7,1,5,1,2,1,,,2,,1,,1,,2,1
52,5,1,1,1,2,1,2,2,2,8,1,6,2,,1,1
53,5,1,2,1,2,2,2,3,2,7,2,3,7,1,2,1
54,1,1,,1,1,4,2,,1,,,,2,,1,1
55,5,1,1,1,2,2,1,3,2,7,2,2,7,4,2,1
56,5,1,1,1,2,1,2,2,2,8,3,3,7,4,2,1
57,1,1,,1,2,4,4,,1,,,,2,,1,1
58,4,1,1,1,3,3,2,4,2,8,1,9,3,,2,1
59,6,1,8,1,3,2,4,,2,,2,,2,,2,1
60,7,1,5,1,3,2,,,2,,2,,1,,2,1
61,7,1,5,1,2,2,,,2,,2,,1,,2,1
62,8,1,5,1,1,2,,,2,,2,,4,,1,1
63,5,3,1,1,2,1,4,3,2,2,4,9,1,,1,1
64,3,1,1,1,1,2,2,3,2,7,1,2,2,,2,1
65,6,1,1,1,2,1,2,2,2,8,3,3,7,4,1,1
66,2,1,1,1,1,2,2,1,2,5,1,7,3,,2,1
67,5,1,1,1,1,2,2,3,2,5,2,7,3,,2,1
68,6,3,1,2,3,2,2,3,2,8,2,2,7,4,2,1
69,2,1,6,2,1,2,2,,1,,1,,1,,2,1
70,4,1,1,1,2,2,4,1,2,8,2,6,1,,1,1
71,4,1,1,1,2,2,2,3,2,5,2,4,1,,1,1
72,6,1,9,1,3,2,4,,2,,2,,1,,2,1
73,7,1,5,1,2,2,,,2,,2,,1,,2,1
74,5,1,1,1,1,2,1,3,2,5,2,1,7,2,2,1
75,6,2,3,1,2,2,1,,2,,2,,7,4,2,1
76,7,1,5,1,1,1,,,2,,5,,1,,1,1
77,1,1,,1,1,2,2,,1,,,,2,,1,1
78,5,1,1,1,2,2,3,3,2,8,2,1,2,,1,1
79,8,1,5,1,2,1,,,2,,5,,1,,1,1
80,6,1,5,1,2,2,1,,2,,2,,7,4,2,1
81,6,1,1,1,2,2,2,3,2,8,2,2,7,2,2,1
82,4,1,1,1,1,2,3,3,2,7,2,4,1,,1,1
83,1,1,,1,1,4,2,,,,,,3,,1,1
84,4,1,1,1,1,4,4,2,2,5,1,7,1,,1,1
85,3,1,1,1,2,3,3,1,2,4,1,5,7,4,2,1
86,1,1,,1,1,2,1,,1,,,,1,,2,1
87,5,1,1,1,1,2,2,3,2,7,2,1,1,,2,1
88,2,1,6,1,1,2,3,,1,,1,,1,,2,1
89,4,1,1,1,1,2,2,2,2,2,2,3,3,,2,1
90,3,1,6,1,1,1,1,,1,,1,,6,,2,1
91,8,1,2,1,2,2,,3,2,7,2,4,2,,1,1
92,6,1,1,1,1,4,2,2,2,8,5,9,1,,1,1
93,3,1,7,1,2,3,3,,2,,1,,2,,1,1
94,7,1,2,1,1,1,,2,2,4,5,5,3,,2,1
95,1,3,,1,1,2,2,,1,,,,1,,2,1
96,1,1,,1,1,2,2,,,,,,1,,1,1
97,8,1,5,1,1,1,,,2,,3,,7,2,2,1
98,4,1,1,1,1,2,2,3,2,8,2,2,1,,2,1
99,3,1,7,1,3,4,4,,2,,3,,1,,1,1
100,6,1,5,1,2,2,2,,2,,2,,2,,1,1
101,6,1,3,1,3,2,3,,2,,2,,1,,1,1
102,1,1,,1,1,2,2,,,,,,7,4,2,1
103,1,1,,1,1,2,3,,,,,,2,,1,1
104,3,1,1,1,1,1,1,3,2,7,1,2,7,2,2,1
105,1,1,,1,1,2,3,,1,,,,1,,2,1
106,1,1,,1,1,2,4,,,,,,1,,1,1
107,4,2,1,1,2,4,4,2,2,5,1,7,2,,1,1
108,5,1,1,1,3,3,2,2,2,4,1,4,1,,1,1
109,6,2,8,1,4,1,4,,2,,3,,1,,1,1
110,5,1,8,1,3,1,4,,2,,1,,1,,1,1
111,1,1,,1,1,4,2,,,,,,1,,2,1
112,7,1,5,1,2,2,,,2,,2,,7,4,1,1
113,8,1,5,1,2,1,,,2,,1,,2,,1,1
114,2,1,9,1,1,4,4,,2,,1,,1,,2,1
115,3,1,1,1,1,4,2,2,2,8,1,6,1,,1,1
116,1,1,,1,1,4,3,,1,,,,1,,1,1
117,3,1,1,1,1,2,2,3,2,8,2,4,7,4,2,1
118,1,1,,1,1,2,2,,1,,,,7,4,1,1
119,5,1,1,1,1,2,2,4,2,8,2,2,2,,1,1
120,7,1,5,1,3,2,,,2,,2,,1,,1,1
121,5,1,1,1,1,3,3,3,2,8,1,9,2,,2,1
122,6,1,5,1,2,2,4,,2,,2,,7,2,2,1
123,6,1,2,1,2,4,,1,2,9,1,2,1,,2,1
124,6,1,1,1,5,3,2,2,2,5,1,7,1,,1,1
125,6,1,2,1,1,1,,4,2,1,1,5,1,,2,1
126,6,1,9,1,3,2,4,,2,,2,,1,,2,1
127,1,1,,1,3,4,4,,1,,,,1,,2,1
128,5,3,1,1,2,1,3,3,2,2,2,8,1,,1,1
129,4,1,1,1,1,2,1,4,2,4,2,1,1,,2,1
130,8,1,5,1,3,2,,,2,,2,,3,,1,1
131,2,1,1,1,3,3,2,3,2,7,1,4,1,,1,1
132,1,1,,1,4,4,2,,1,,,,1,,2,1
133,4,1,8,1,3,1,4,,2,,1,,2,,2,1
134,5,1,1,1,2,2,4,3,2,8,2,4,1,,2,1
135,3,1,2,1,1,4,4,1,2,4,1,5,2,,2,1
136,4,1,1,1,2,2,2,3,2,5,2,7,1,,2,1
137,3,1,1,1,2,4,2,2,2,5,1,7,7,2,1,1
138,2,1,6,1,1,2,2,,1,,1,,1,,1,1
139,4,1,1,1,1,2,2,2,2,8,2,2,1,,2,1
140,1,1,,1,1,4,4,,,,,,7,4,1,1
141,6,1,8,1,4,2,3,,2,,2,,3,,1,1
142,2,1,6,1,1,4,2,,1,,1,,1,,2,1
143,2,1,3,1,1,4,4,,2,,1,,7,4,1,1
144,4,1,3,1,2,2,,,2,,1,,7,1,1,1
145,1,1,,1,1,4,4,,1,,,,7,4,1,1
146,2,1,8,1,5,2,4,,2,,1,,1,,1,1
147,4,1,1,1,1,4,3,3,2,8,3,6,1,,1,1
148,4,1,1,1,2,1,1,3,2,8,1,2,1,,1,1
149,1,3,,2,2,2,1,,,,,,7,4,2,1
150,6,1,1,1,3,1,4,2,2,5,5,9,7,2,1,1
151,6,1,8,1,3,1,4,,2,,4,,2,,2,1
152,3,1,1,1,2,3,4,2,2,5,1,9,7,2,2,1
153,7,2,5,1,1,2,,,2,,2,,3,,1,1
154,7,1,2,1,2,2,,2,2,5,2,1,1,,2,1
155,3,1,1,1,1,2,3,3,2,6,2,3,7,1,1,1
156,4,1,2,1,3,2,3,3,2,9,2,3,5,,2,1
157,6,1,7,1,1,4,4,,2,,5,,3,,1,1
158,7,1,5,1,2,1,,,2,,4,,3,,2,1
159,4,2,2,1,2,2,2,1,2,6,2,8,2,,2,1
160,1,1,,1,1,4,3,,1,,,,1,,1,1
161,1,1,,1,1,2,2,,1,,,,7,4,1,1
162,2,1,6,1,1,2,2,,1,,1,,5,,1,1
163,3,1,1,1,1,3,1,3,2,6,1,2,5,,2,1
164,1,1,,1,2,3,4,,1,,,,3,,1,1
165,2,1,4,1,1,2,2,1,1,5,1,5,1,,1,1
166,7,1,5,1,2,2,,,2,,2,,2,,2,1
167,3,1,2,1,1,2,3,3,2,5,2,5,3,,2,1
168,1,1,,1,3,2,2,,1,,,,1,,2,1
169,1,2,,1,1,2,3,,,,,,1,,2,1
170,6,1,2,1,2,2,3,4,2,2,2,1,4,,2,1
171,4,3,1,1,3,2,4,1,2,7,2,9,1,,2,1
172,4,1,7,1,2,2,2,,2,,2,,2,,1,1
173,1,1,,1,1,4,4,,1,,,,2,,1,1
174,1,1,,1,1,2,1,,1,,,,8,2,1,1
175,1,1,,1,1,2,4,,,,,,7,4,1,1
176,1,1,,1,2,2,3,,,,,,1,,2,1
177,4,1,8,1,5,2,,,2,,1,,1,,2,1
178,4,3,1,1,2,3,4,3,2,2,1,8,1,,1,1
179,1,1,,1,1,2,2,,,,,,1,,2,1
180,1,1,,1,1,4,4,,1,,,,3,,1,1
181,1,1,,1,1,4,4,,,,,,1,,1,1
182,1,1,,1,1,2,3,,1,,,,8,4,2,1
183,7,1,5,1,1,2,,,2,,2,,1,,2,1
184,3,1,1,1,2,4,,3,2,5,1,1,1,,2,1
185,7,1,5,1,2,1,,,2,,2,,1,,1,1
186,6,1,1,1,2,2,1,3,2,7,2,2,2,,2,1
187,4,1,3,1,1,3,3,,2,,1,,1,,1,1
188,6,1,8,1,3,4,4,,2,,5,,1,,1,1
189,4,3,7,1,2,4,4,,2,,1,,7,4,1,1
190,1,3,,1,1,2,4,,1,,,,7,4,1,1
191,7,1,8,1,4,1,,,2,,3,,5,,1,1
192,1,1,,1,1,2,2,,1,,,,1,,2,1
193,2,1,1,1,2,5,3,2,2,8,1,7,1,,2,1
194,6,1,1,1,2,5,3,2,2,2,5,5,1,,2,1
195,2,1,1,1,2,2,2,2,2,8,1,6,1,,1,1
196,1,1,,1,1,4,4,,,,,,1,,2,1
197,3,1,8,1,3,4,1,,2,,1,,1,,2,1
198,1,1,,1,1,2,2,,1,,,,3,,1,1
199,1,1,,1,1,4,4,,1,,,,3,,2,1
200,2,1,4,1,1,2,3,1,1,5,1,7,1,,2,1
201,2,1,6,1,2,2,3,,1,,1,,4,,1,1
202,1,1,,1,1,2,2,,,,,,1,,2,1
203,1,1,,1,1,2,3,,,,,,1,,2,1
204,2,1,7,1,1,4,4,,2,,1,,1,,1,1
205,7,1,5,1,4,1,,,2,,3,,1,,1,1
206,2,1,4,1,1,2,3,1,1,5,1,7,5,,1,1
207,2,1,1,1,3,2,4,3,2,5,1,5,1,,2,1
208,3,1,1,1,2,3,4,3,2,8,1,6,2,,1,1
209,4,1,1,1,2,2,,1,2,2,4,8,3,,1,1
210,4,1,8,1,2,2,3,,2,,1,,1,,2,1
211,7,1,5,1,2,2,,,2,,2,,2,,2,1
212,5,2,7,1,3,2,4,,2,,2,,1,,1,1
213,2,1,4,1,1,2,1,1,1,5,1,9,1,,1,1
214,4,2,1,1,2,2,2,1,2,8,2,6,7,4,1,1
215,7,1,5,1,3,1,,,2,,3,,1,,2,1
216,7,1,5,1,2,4,,,2,,3,,7,4,1,1
217,3,1,1,1,1,1,3,4,2,4,1,5,3,,2,1
218,2,1,8,1,2,2,2,,2,,1,,3,,2,1
219,5,1,5,1,4,2,3,,2,,2,,1,,2,1
220,2,1,6,1,1,2,4,,1,,1,,1,,2,1
221,5,1,1,1,1,2,2,4,2,2,2,1,2,,2,1
222,7,1,5,1,1,2,,,2,,2,,2,,1,1
223,1,1,,1,1,4,4,,1,,,,2,,1,1
224,8,2,5,1,3,2,,,2,,2,,1,,1,1
225,1,1,,1,1,2,2,,1,,,,3,,1,1
226,5,1,1,1,2,2,3,3,2,2,2,5,1,,2,1
227,2,1,9,1,1,5,2,,2,,1,,7,4,2,1
228,5,1,8,1,2,2,2,,2,,2,,1,,1,1
229,7,1,8,1,5,2,,,2,,2,,1,,2,1
230,6,2,1,1,1,2,2,3,2,8,2,9,1,,2,1
231,7,1,9,1,3,2,,,2,,2,,7,4,2,1
232,1,1,,1,1,2,2,,1,,,,2,,1,1
233,1,1,,1,1,2,2,,1,,,,1,,1,1
234,1,1,,1,2,4,2,,1,,,,5,,1,1
235,4,1,1,1,1,2,2,3,2,6,2,3,1,,2,1
236,6,1,2,1,3,2,3,1,2,2,2,5,7,2,2,1
237,4,1,1,1,1,2,1,3,2,3,2,2,7,2,1,1
238,5,2,1,1,2,2,1,4,2,8,2,2,3,,1,1
239,6,3,8,1,3,1,4,,2,,1,,7,4,2,1
240,2,1,8,1,4,4,4,,2,,1,,1,,1,1
241,1,1,,1,1,4,4,,1,,,,7,4,2,1
242,2,1,9,2,1,1,4,,1,,1,,1,,2,1
243,1,1,,1,2,4,4,,1,,,,8,2,1,1
244,3,1,1,1,1,2,4,2,2,8,1,2,2,,2,1
245,2,1,4,1,1,2,3,1,1,5,1,7,3,,1,1
246,6,1,2,1,3,1,3,2,2,5,4,5,8,2,2,1
247,2,1,4,1,2,4,2,,1,,1,,1,,1,1
248,1,1,,1,1,2,1,,1,,,,2,,2,1
249,1,1,,1,1,2,1,,,,,,1,,1,1
250,2,1,1,1,2,5,4,3,2,5,1,7,1,,2,1
251,5,1,1,1,2,2,4,3,2,9,2,9,2,,2,1
252,4,3,1,1,1,2,2,3,2,2,2,8,1,,2,1
253,4,1,1,1,1,2,2,1,2,7,2,4,1,,1,1
254,3,1,1,1,1,2,4,3,2,5,1,1,1,,1,1
255,4,3,1,1,2,2,3,1,2,8,2,3,7,1,1,1
256,6,1,1,1,2,1,3,3,2,6,5,8,3,,2,1
257,3,1,1,1,1,2,3,3,2,8,2,2,3,,1,1
258,6,1,1,1,2,2,3,3,2,8,2,6,2,,1,1
259,2,1,9,1,1,2,3,,2,,1,,1,,1,1
260,5,1,1,1,2,2,2,3,2,8,2,4,2,,1,1
261,5,1,1,1,1,1,1,3,2,6,1,2,1,,1,1
262,8,1,2,1,3,2,,1,2,1,2,1,2,,2,1
263,6,1,1,1,1,2,1,3,2,2,2,1,1,,2,1
264,7,1,5,1,3,2,,,2,,2,,2,,2,1
265,7,1,5,1,3,1,,,2,,5,,3,,1,1
266,4,1,1,1,2,2,3,3,2,2,2,5,3,,2,1
267,1,1,,1,1,2,2,,1,,,,2,,2,1
268,3,2,1,1,3,2,2,4,2,8,2,4,8,2,2,1
269,3,1,1,1,1,2,,3,2,5,1,7,3,,1,1
270,8,1,5,1,3,1,,,2,,5,,1,,2,1
271,3,3,1,1,3,1,1,3,2,7,1,2,7,2,1,1
272,3,3,3,2,1,2,4,,2,,1,,7,4,2,1
273,1,1,,1,1,4,3,,1,,,,1,,2,1
274,2,1,6,1,3,4,4,,1,,1,,2,,1,1
275,8,1,5,1,3,2,,,2,,2,,1,,1,1
276,3,1,1,1,1,4,3,1,2,8,1,6,1,,1,1
277,3,1,2,1,1,3,3,4,2,4,1,5,1,,2,1
278,1,1,,1,1,2,4,,1,,,,1,,2,1
279,3,1,1,1,1,2,3,1,2,8,1,2,1,,1,1
280,2,3,4,1,1,3,2,1,1,2,1,9,7,4,1,1
281,7,1,5,1,1,2,,,2,,2,,5,,2,1
282,7,1,5,1,5,1,,,2,,5,,3,,1,1
283,2,1,6,1,1,2,1,,1,,1,,1,,2,1
284,4,1,9,1,2,4,4,,2,,4,,3,,1,1
285,5,1,1,1,2,1,2,3,2,8,1,4,1,,1,1
286,2,1,6,1,1,2,2,,1,,1,,2,,2,1
287,7,1,5,1,3,1,,,2,,5,,1,,2,1
288,5,1,1,1,3,4,2,3,2,8,4,6,2,,1,1
289,6,1,9,1,3,1,4,,2,,1,,1,,1,1
290,1,1,,1,2,4,4,,1,,,,1,,1,1
291,5,1,1,1,3,2,2,3,2,8,2,3,7,3,2,1
292,1,1,,1,1,2,4,,1,,,,7,4,2,1
293,3,1,2,1,1,2,3,3,2,6,1,8,2,,2,1
294,5,2,1,1,2,2,2,1,2,8,2,2,1,,2,1
295,5,1,1,1,3,1,3,2,2,7,1,5,3,,2,1
296,2,1,1,1,1,2,2,3,2,6,1,2,1,,2,1
297,2,1,1,1,1,4,2,3,2,5,1,7,2,,1,1
298,6,1,1,1,1,2,3,4,2,1,2,9,2,,2,1
299,8,1,9,1,2,1,,,2,,1,,2,,2,1
300,3,1,1,1,1,2,4,3,2,7,1,9,1,,2,1
301,4,1,1,1,1,1,4,3,2,6,1,9,8,2,2,1
302,5,1,7,1,1,2,3,,2,,2,,7,1,1,1
303,4,3,1,1,4,4,3,2,2,8,4,6,1,,1,1
304,4,1,9,1,3,4,4,,2,,4,,1,,1,1
305,2,3,1,1,1,1,4,3,2,1,1,9,1,,1,1
306,1,1,,1,1,2,2,,,,,,5,,1,1
307,5,1,8,1,5,1,4,,2,,4,,1,,1,1
308,1,1,,1,1,2,1,,,,,,1,,1,1
309,2,3,4,1,2,3,4,1,1,5,1,9,7,4,1,1
310,1,1,,1,1,2,1,,,,,,1,,1,1
311,8,1,5,1,3,1,,,2,,2,,2,,2,1
312,2,1,4,1,1,2,1,2,1,9,1,6,1,,2,1
313,1,1,,1,1,2,2,,1,,,,2,,2,1
314,4,1,7,1,2,4,4,,2,,1,,2,,1,1
315,6,2,2,1,3,1,2,4,2,7,2,3,1,,2,1
316,4,1,2,1,2,2,2,4,2,7,2,1,1,,2,1
317,5,1,1,1,4,2,2,3,2,4,2,1,1,,2,1
318,7,1,5,1,1,2,,,2,,2,,5,,1,1
319,7,1,8,1,3,2,,,2,,2,,2,,2,1
320,6,1,5,1,2,2,1,,2,,2,,1,,2,1
321,6,1,1,1,2,2,1,2,2,8,2,2,1,,2,1
322,6,1,1,1,5,1,2,1,2,7,1,4,1,,1,1
323,3,1,1,1,1,1,1,3,2,7,1,4,3,,1,1
324,8,1,5,1,2,1,,,2,,5,,1,,1,1
325,1,1,,1,1,2,2,,1,,,,1,,1,1
326,6,1,7,1,2,2,2,,2,,2,,5,,1,1
327,3,1,1,1,1,2,1,2,2,8,2,2,1,,1,1
328,8,1,5,1,1,2,,,2,,2,,3,,1,1
329,7,1,5,1,2,1,,,2,,1,,1,,2,1
330,2,1,1,1,2,1,1,3,2,8,1,2,7,2,2,1
331,6,1,1,1,3,1,2,3,2,6,4,3,7,2,2,1
332,5,1,2,1,1,1,3,3,2,4,1,5,8,2,2,1
333,8,1,5,1,2,4,,,2,,5,,1,,1,1
334,7,1,5,1,2,3,,,2,,5,,1,,2,1
335,5,1,1,1,2,2,2,2,2,8,2,9,1,,1,1
336,6,1,1,1,2,2,3,3,2,6,2,9,1,,2,1
337,3,1,1,1,2,2,1,3,2,2,2,5,1,,2,1
338,6,1,8,1,4,2,4,,2,,2,,7,1,1,1
339,2,1,1,1,1,5,2,3,2,8,1,2,3,,1,1
340,2,1,1,1,1,2,2,3,2,7,1,3,5,,1,1
341,5,1,1,1,1,2,2,2,2,7,2,3,2,,2,1
342,7,1,5,1,2,2,,,2,,2,,1,,1,1
343,3,3,1,1,2,3,2,2,2,5,1,9,5,,2,1
344,4,1,1,1,2,2,1,4,2,8,2,2,1,,1,1
345,6,1,1,1,1,2,4,3,2,5,2,8,7,2,2,1
346,3,1,2,1,1,2,2,3,2,6,2,3,5,,2,1
347,3,1,1,1,1,2,,3,2,8,1,2,1,,2,1
348,5,1,1,1,4,2,3,2,2,7,2,3,3,,1,1
349,3,1,1,1,1,2,3,4,2,1,2,5,3,,2,1
350,8,1,5,1,2,1,,,2,,5,,1,,1,1
351,5,1,1,1,1,2,2,3,2,5,2,7,5,,1,1
352,1,1,,1,1,2,2,,1,,,,5,,1,1
353,2,1,1,1,1,2,1,3,2,9,1,3,5,,2,1
354,1,1,,1,1,2,2,,1,,,,1,,2,1
355,2,1,6,1,2,2,3,,1,,1,,2,,2,1
356,1,1,,1,1,2,2,,1,,,,7,4,1,1
357,6,1,1,1,3,2,4,2,2,5,2,9,3,,1,1
358,5,1,1,1,3,2,3,3,2,8,2,3,7,2,1,1
359,7,1,5,1,2,2,,,2,,2,,1,,1,1
360,3,1,8,1,4,3,4,,2,,1,,3,,1,1
361,1,1,,1,3,2,4,,1,,,,1,,2,1
362,7,1,2,1,2,2,,3,2,5,2,7,2,,2,1
363,1,1,,1,1,3,1,,,,,,7,4,2,1
364,1,1,,1,1,4,2,,1,,,,1,,1,1
365,3,1,1,1,2,1,3,3,2,5,1,5,2,,2,1
366,5,1,1,1,2,2,1,2,2,8,2,5,7,2,1,1
367,4,1,7,1,3,4,4,,2,,1,,1,,1,1
368,3,1,7,1,2,4,4,,2,,1,,7,1,1,1
369,1,1,,1,1,4,2,,1,,,,1,,2,1
370,1,1,,1,1,3,3,,1,,,,1,,1,1
371,3,1,9,1,3,3,4,,2,,1,,1,,1,1
372,1,1,,1,1,4,2,,1,,,,7,4,1,1
373,4,1,1,1,1,2,3,1,2,5,2,7,2,,1,1
374,2,1,8,1,5,4,4,,2,,1,,1,,1,1
375,4,1,1,1,3,2,2,2,2,8,2,4,1,,1,1
376,6,1,1,1,2,2,1,1,2,8,2,9,3,,1,1
377,6,1,1,1,2,1,4,3,2,2,1,8,7,2,2,1
378,1,1,,1,1,2,3,,1,,,,2,,2,1
379,3,1,2,1,2,3,3,3,2,2,1,8,5,,1,1
380,2,3,6,2,1,2,2,,1,,1,,5,,1,1
381,1,1,,1,1,2,2,,1,,,,2,,2,1
382,1,1,,1,1,2,1,,1,,,,1,,2,1
383,6,1,3,1,2,1,4,,2,,1,,3,,2,1
384,2,1,4,1,1,3,2,2,1,5,1,7,7,4,1,1
385,1,1,,1,1,2,3,,1,,,,3,,2,1
386,4,2,1,1,2,2,2,3,2,5,2,4,5,,1,1
387,6,3,1,2,2,2,2,1,2,5,2,9,7,3,2,1
388,4,2,7,1,1,2,3,,2,,2,,1,,1,1
389,5,1,2,1,3,2,4,3,2,5,2,7,2,,1,1
390,3,2,1,1,1,1,1,3,2,8,1,2,1,,1,1
391,6,1,1,1,2,2,3,2,2,5,2,7,1,,1,1
392,2,3,1,1,2,3,3,3,2,5,1,9,7,4,1,1
393,2,1,4,2,1,2,2,1,1,5,1,9,7,4,1,1
394,4,1,2,1,1,2,3,2,2,8,2,6,2,,1,1
395,1,1,,1,1,2,2,,1,,,,1,,2,1
396,1,1,,1,1,3,4,,,,,,1,,2,1
397,7,1,5,1,1,2,,,2,,2,,1,,2,1
398,2,1,4,1,1,4,4,,1,,1,,1,,2,1
399,5,1,3,1,2,1,3,,2,,4,,7,2,2,1
400,3,1,1,1,1,2,1,3,2,2,1,2,1,,2,1
401,3,1,9,1,3,4,,,2,,1,,1,,2,1
402,1,1,,1,1,4,3,,,,,,7,2,1,1
403,7,1,5,1,2,2,,,2,,2,,3,,1,1
404,8,1,5,1,3,1,,,2,,1,,1,,2,1
405,4,1,2,1,2,2,2,4,2,5,2,7,3,,2,1
406,5,1,5,1,3,2,,,2,,2,,5,,2,1
407,6,1,8,1,3,1,4,,2,,1,,2,,2,1
408,3,1,2,1,1,2,3,3,2,4,2,5,2,,2,1
409,1,1,,1,1,2,1,,,,,,1,,2,1
410,3,1,1,1,2,2,1,3,2,8,1,3,1,,2,1
411,1,1,,1,1,2,2,,,,,,1,,2,1
412,5,1,1,1,1,3,3,4,2,2,1,8,3,,2,1
413,1,1,,1,1,2,1,,1,,,,1,,1,1
414,3,1,1,1,3,4,2,3,2,4,1,5,1,,2,1
415,2,1,4,1,1,2,2,1,1,5,1,7,2,,2,1
416,6,1,1,1,3,2,4,3,2,8,2,6,1,,1,1
417,2,1,7,1,2,4,4,,2,,1,,1,,1,1
418,4,1,1,1,1,1,1,4,2,7,1,2,3,,2,1
419,4,1,1,1,1,2,4,3,2,7,2,2,1,,1,1
420,4,1,1,1,1,2,1,3,2,8,2,2,1,,1,1
421,1,1,,1,1,4,4,,1,,,,2,,2,1
422,4,1,1,1,2,4,3,2,2,8,1,6,4,,1,1
423,2,3,1,1,1,1,3,3,2,1,1,9,5,,1,1
424,1,1,,1,1,4,2,,1,,,,1,,2,1
425,4,3,1,1,3,2,3,1,2,5,2,7,7,4,1,1
426,4,1,2,1,1,2,3,2,2,8,2,6,1,,1,1
427,3,1,8,1,3,1,4,,2,,1,,1,,2,1
428,5,1,1,1,2,2,3,3,2,8,2,2,2,,1,1
429,3,1,1,1,1,3,2,3,2,8,1,4,2,,2,1
430,2,1,4,1,1,4,2,2,1,8,1,4,1,,2,1
431,7,1,5,1,3,1,,,2,,4,,1,,1,1
432,3,2,2,1,1,1,4,3,2,5,1,9,1,,2,1
433,8,1,5,1,5,5,,,2,,4,,1,,2,1
434,3,1,1,1,2,3,1,3,2,2,1,9,7,4,2,1
435,5,1,1,1,1,3,1,3,2,5,4,2,4,,2,1
436,5,1,1,1,2,2,2,3,2,8,2,3,3,,2,1
437,5,1,1,1,1,2,1,3,2,7,2,2,7,1,2,1
438,4,1,1,1,2,2,1,2,2,8,2,2,1,,1,1
439,1,1,,1,1,4,2,,1,,,,7,4,2,1
440,1,1,,1,1,2,2,,1,,,,1,,2,1
441,6,1,8,1,4,1,,,2,,1,,1,,1,1
442,3,3,1,1,2,2,2,3,2,8,2,6,1,,1,1
443,5,1,1,1,2,2,2,2,2,8,2,6,1,,1,1
